Провод,Наружный диаметр,Минимальный радиус изгиба,Диапазон рабочих температур,Ссылка,Расшифровка
"МГТФ 1,0","1,9 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4+1%2C0,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  1,0: номинальное сечение жилы 1,0 мм2  "
"МГТФЭ 0,07","1,3 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+0%2C07,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  0,07: номинальное сечение жилы 0,07 мм2  "
"МГТФЭ 0,1","1,4 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+0%2C1,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  0,1: номинальное сечение жилы 0,1 мм2  "
"МГТФЭ 0,12","1,6 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+0%2C12,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  0,12: номинальное сечение жилы 0,12 мм2  "
"МГТФЭ 0,14","1,6 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+0%2C14,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  0,14: номинальное сечение жилы 0,14 мм2  "
"МГТФЭ 0,2","1,7 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+0%2C2,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  0,2: номинальное сечение жилы 0,2 мм2  "
"МГТФЭ 0,35","1,8 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+0%2C35,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  0,35: номинальное сечение жилы 0,35 мм2  "
"МГТФЭ 0,5",,"2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+0%2C5,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  0,5: номинальное сечение жилы 0,5 мм2  "
"МГТФЭ 0,75",,"2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+0%2C75,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  0,75: номинальное сечение жилы 0,75 мм2  "
"МГТФЭ 2х0,07","2,1 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+2%D1%850%2C07,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  2: 2 жилы  0,07: номинальное сечение жилы 0,07 мм2  "
"МГТФЭ 2х0,1","2,3 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+2%D1%850%2C1,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  2: 2 жилы  0,1: номинальное сечение жилы 0,1 мм2  "
"МГТФЭ 2х0,12","2,5 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+2%D1%850%2C12,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МГТФЭ 2х0,14","2,5 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+2%D1%850%2C14,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  2: 2 жилы  0,14: номинальное сечение жилы 0,14 мм2  "
"МГТФЭ 2х0,2","3,0 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+2%D1%850%2C2,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МГТФЭ 2х0,35","3,0 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+2%D1%850%2C35,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МГТФЭ 2х0,5",,"2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+2%D1%850%2C5,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  2: 2 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"МГТФЭ 2х0,75",,"2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+2%D1%850%2C75,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  2: 2 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"МГТФЭ 3х0,07","2,5 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+3%D1%850%2C07,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  3: 3 жилы  0,07: номинальное сечение жилы 0,07 мм2  "
"МГТФЭ 3х0,1","2,8 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+3%D1%850%2C1,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  3: 3 жилы  0,1: номинальное сечение жилы 0,1 мм2  "
"МГТФЭ 3х0,12","3,0 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+3%D1%850%2C12,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  3: 3 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МГТФЭ 3х0,14","3,0 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+3%D1%850%2C14,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  3: 3 жилы  0,14: номинальное сечение жилы 0,14 мм2  "
"МГТФЭ 3х0,2","3,2 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+3%D1%850%2C2,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  3: 3 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МГТФЭ 3х0,35","3,2 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+3%D1%850%2C35,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  3: 3 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МГТФЭ 4х0,07","3,2 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+4%D1%850%2C07,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  4: 4 жилы  0,07: номинальное сечение жилы 0,07 мм2  "
"МГТФЭ 4х0,12","3,2 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+4%D1%850%2C12,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  4: 4 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
